sep=,
"Start date","End date",Country,ISO,Location,Latitude,Longitude,"Magnitude value","Magnitude scale","Disaster type","Disaster subtype","Associated disaster","Associated disaster2","Total deaths","Total affected","Total damage ('000 US$)",insured_losses,"Disaster name","Disaster No."
21/09/1995,19/10/1995,"Viet Nam",VNM,"Quang Binh, Quang Tri, Kegalle, Da Nang, Dong Thap, Dong Thap, Kien Gang, An Giang, Tien Giang, Vinh Long, Can Tho provinces",,,123000,Km2,Flood,"Riverine flood",--,--,253,400000,86000,0,,1995-0236
01/11/1995,01/11/1995,"Viet Nam",VNM,"Quang Ngai, Binh Dinh, Quang Nam-Danang, Quang Tri, Quang Binh",,,,Kph,Storm,"Tropical cyclone",Flood,--,16,23051,21200,0,Zack,1995-0274
24/07/1996,24/07/1996,"Viet Nam",VNM,"Thai Binh, Nam Ha, Ninh Binh, Thanh Hoa, Hoa Binh",,,102,Kph,Storm,"Tropical cyclone",--,--,585,387091,362000,0,"Frankie ",1996-0110
09/09/1996,10/09/1996,"Viet Nam",VNM,,,,,Kph,Storm,"Tropical cyclone",--,--,1,0,20,0,Sally,1996-0202
21/09/1996,22/09/1996,"Viet Nam",VNM,"Nghe An, Ha Tinh provinces",,,101,Kph,Storm,"Tropical cyclone",--,--,9,280000,11000,0,Willie,1996-0227
01/10/1996,13/11/1996,"Viet Nam",VNM,"An Giang, Dong Thap, Tay Minh,  Long An, Tien Giang, Kien Giang, Can Tho, Vinh Long provinces",,,22610,Km2,Flood,"Riverine flood",--,--,162,375000,138000,0,,1996-0248
14/09/1996,19/09/1996,"Viet Nam",VNM,"Thua Thien-Hue, Quang Nam-Da Nang, Quang Tri, Quang Ngai, Binh Dinh, Kon Tum",,,,Km2,Flood,--,--,--,60,0,13400,0,,1996-0447
14/08/1996,26/08/1996,"Viet Nam",VNM,"Thanh Hoa, Golfe du Tonkin",,,,Kph,Storm,"Tropical cyclone","Slide (land, mud, sn",--,194,0,227000,0,,1996-0500
22/08/1997,27/08/1997,"Viet Nam",VNM,,,,,Kph,Storm,"Tropical cyclone",--,--,0,0,5000,0,Zita,1997-0186
02/11/1997,04/11/1997,"Viet Nam",VNM,"Ca Mau, Soc Trang, Ben Tre, Tien Giang, Ba Ria, Binh Thuan, Tra Vinh, Bac Lieu, Dong Thap, Ho Chi Minh City, Can Tho, Kien Giang,  Binh Dinh Provinces",,,102,Kph,Storm,"Tropical cyclone",--,--,3682,1081127,470000,5000,Linda,1997-0267
20/09/1997,29/09/1997,"Viet Nam",VNM,"Danang, Quang Ngai, Quang Nam-Da, Nghe An",,,,Kph,Storm,"Tropical cyclone",Flood,"Slide (land, mud, sn",10,50,5000,0,Fritz,1997-0358
/12/1997,/06/1998,"Viet Nam",VNM,"Quang Tri, Quang Binh, Quang Ngai, Quang Nam, Ha Tinh, Nghe An, Binh Dinh, Gia Lai, Kon Tun provinces",,,,Km2,Drought,Drought,"Food shortage",--,0,3000000,407000,0,,1997-9525
08/05/1998,08/05/1998,"Viet Nam",VNM,"Thanh Hoa province",,,,Kph,Storm,"Convective storm",--,--,42,500,0,0,,1998-0159
16/10/1998,23/10/1998,"Viet Nam",VNM,"Khan Hoa, Binh Dinh, Quang Ngai, Phu Yen, Ninh Thuan",,,110,Km2,Flood,"Riverine flood",--,--,45,32505,13700,0,,1998-0316
13/11/1998,29/11/1998,"Viet Nam",VNM,"Quang Binh, Khanh Hoa, Quang Tri, Thua Thien Hue, Quang Nam, Da Nang, Guang Ngai, Bin Dinh, Phu Yen, Ninh Thuan, Binh Thuan, Dac Lac, Kon Tum, Lam Dong, Giai Lai provinces",,,,Kph,Storm,"Tropical cyclone",Flood,--,283,2440092,93200,0,"Chip, Elvis , Dawn",1998-0374
16/12/1998,16/12/1998,"Viet Nam",VNM,"Khanh Hoa, Phu Yen, Quang Nam, Ninh Thuan, Quang Ngai, Ben Tre, Bihn Thuan, Ca Mau provinces",,,150,Kph,Storm,"Tropical cyclone",--,--,43,84645,15000,0,"Faith & Gil",1998-0434
24/07/1999,05/08/1999,"Viet Nam",VNM,"Binh Thuan, Lam Dong, Dac Lac and Dong Nai ",,,500,Km2,Flood,"Flash flood","Slide (land, mud, sn",--,40,115175,19500,0,,1999-0244
25/10/1999,09/11/1999,"Viet Nam",VNM,"Da Nang, Quang Nam, Thanh Hoa, Nghe An, Ha Tinh, Quang Binh, Quang Tri, Thua Thien Hue, Quang Ngai, Binh Dinh",,,947,Km2,Flood,"Coastal flood",--,--,622,3504412,237000,0,,1999-0428
02/12/1999,10/12/1999,"Viet Nam",VNM,"Thua Thien Hue, Khanh Hoa, Phu Yen, Binh Dinh, Quang Ngai, Quang Nam, Danang and Khanh Hoa.",,,288,Km2,Flood,"Riverine flood",--,--,127,2163694,53000,0,,1999-0574
06/06/1999,06/06/1999,"Viet Nam",VNM,"Baie d'Halong - Quang Ninh Province",,,,Kph,Storm,"Convective storm",--,--,10,0,0,0,,1999-0637
/01/1999,//1999,"Viet Nam",VNM,"Central - North regions",,,1650,Km2,Drought,Drought,--,--,0,1400000,0,0,,1999-9084
12/06/2000,12/06/2000,"Viet Nam",VNM,"Binh Hoa, Giao Ha villages (Giao Thuy district, Nam Dinh province)",,,,Kph,Storm,--,--,--,3,129,0,0,,2000-0361
/07/2000,/11/2000,"Viet Nam",VNM,"Long An, Dong Thap, An Giang, Kien Giang, Can Tho city, Vinh Long, Tien Giang provinces",,,1400,Km2,Flood,"Riverine flood",--,--,460,5000004,250000,0,,2000-0408
10/07/2000,10/07/2000,"Viet Nam",VNM,"Can Tho city province",,,,Kph,Storm,--,--,--,0,2005,0,0,,2000-0448
20/08/2000,20/08/2000,"Viet Nam",VNM,"Quang Binh, Quang Tri, Thua Thien - Hue, Quang Nam, Quang Ngai, Binh Dinh, Da Nang City provinces",,,,Kph,Storm,"Tropical cyclone",--,--,15,4,5000,0,Kaemi,2000-0518
24/08/2000,24/08/2000,"Viet Nam",VNM,"My Tho City, Go Cong Township districts (Tien Giang province)",,,,Kph,Storm,--,--,--,0,5730,0,0,,2000-0540
24/08/2000,24/08/2000,"Viet Nam",VNM,"Rach Gia Township district (Kien Giang province)",,,,Kph,Storm,--,--,--,0,503,35,0,,2000-0541
24/08/2000,24/08/2000,"Viet Nam",VNM,"Khanh Binh Tay village (Tran Van Thoi district, Ca Mau province)",,,,Kph,Storm,"Convective storm",--,--,0,134,0,0,,2000-0542
10/09/2000,10/09/2000,"Viet Nam",VNM,"Thach Ha, Cam Xuyen, Ky Anh districts (Ha Tinh province)",,,120,Kph,Storm,"Tropical cyclone",--,--,5,6029,21000,0,Wukong,2000-0582
18/11/2000,26/11/2000,"Viet Nam",VNM,"Quang Nam, Khanh Hoa, Phu Yen, Ninh Thuan, Binh Thuan, Quang Ngai, Binh Dinh, Quang Tri, Thua Thien-Hue provinces",,,49140,Km2,Flood,"Riverine flood",--,--,36,25003,15000,0,,2000-0748
04/07/2001,04/07/2001,"Viet Nam",VNM,"Thai Nguyen, Tuyen Quang, Vinh Phuc provinces",,,,Kph,Storm,"Tropical cyclone",--,--,30,117453,25000,0,Durian,2001-0318
30/06/2001,30/06/2001,"Viet Nam",VNM,"Tien Yen, Dong Trieu, Hoanh Bo districts (Quang Ninh province)",,,,Km2,Flood,--,--,--,9,175,0,0,,2001-0361
11/08/2001,11/08/2001,"Viet Nam",VNM,"Ha Tinh, Nghe An, Quang Binh, Thanh Hoa provinces",,,196,Kph,Storm,"Tropical cyclone",--,--,3,10003,3200,0,Usagi,2001-0436
15/08/2001,19/11/2001,"Viet Nam",VNM,"Long An, Dong Thap, An Giang, Can Tho city, Phu Tho, Kien Giang, Tien Giang, Vinh Long, Soc Trang, Tra Vinh, Ben Tre provinces",,,745,Km2,Flood,"Riverine flood",--,--,310,1570270,84000,0,,2001-0492
20/10/2001,24/10/2001,"Viet Nam",VNM,"Quang Nam, Quang Ngai, Ha Tinh, Nghe An, Quang Tri, Phu Yen provinces",,,72000,Km2,Flood,"Flash flood",--,--,20,35006,4700,0,,2001-0587
12/11/2001,12/11/2001,"Viet Nam",VNM,"Phu Yen, Binh Dinh, Quang Ngai, Quang Tri provinces",,,,Kph,Storm,"Tropical cyclone",--,--,20,73183,55000,0,"Lingling (Nanang)",2001-0624
04/11/2001,04/11/2001,"Viet Nam",VNM,"Thu Duc district (Ho Chi Minh City province)",,,,Km2,Flood,"Coastal flood",--,--,0,3000,0,0,,2001-0654
31/07/2002,06/08/2002,"Viet Nam",VNM,"Lai Chau, Lao Cai, Ha Giang, Tuyen Quang, Bac Kan, Son La, Lam Dong provinces",,,27820,Km2,Flood,"Riverine flood",--,--,10,2000,2200,0,,2002-0470
/09/2002,/09/2002,"Viet Nam",VNM,"Long An, Dong Thap, An Giang provinces",,,,Km2,Flood,"Riverine flood",--,--,82,1138200,23900,0,,2002-0580
20/09/2002,30/09/2002,"Viet Nam",VNM,"Ha Tinh, Nghe An provinces",,,19980,Km2,Flood,"Riverine flood",--,--,55,291616,58000,0,,2002-0610
/10/2002,/10/2002,"Viet Nam",VNM,"Long An province",,,0,Kph,Storm,"Convective storm",--,--,0,1800,100,0,,2002-0725
/05/2002,//2002,"Viet Nam",VNM,"An Giang, Kien Giang, Long An provinces ",,,,Km2,Drought,Drought,--,--,0,1300000,200000,0,,2002-9132
23/07/2003,23/07/2003,"Viet Nam",VNM,"Bac Giang, Bac Kan, Bac Ninh, Cao Bang, Dien Bien, Ha Giang, Ha Nam, Ha Noi City, Ha Tay, Hai Duong, Hai Phong City, Hoa Binh, Hung Yen, Lai Chau, Lang Son, Lao Cai, Nam Dinh, Ninh Binh, Phu Tho, Quang Ninh, Son La, Thai Binh, Thai Nguyen, Thanh Hoa, Tuyen Quang, Vinh Phuc, Yen Bai provinces",,,90,Kph,Storm,"Tropical cyclone",Rain,--,0,5018,0,0,Koni,2003-0437
15/10/2003,22/10/2003,"Viet Nam",VNM,"Quang Ngai, Quang Nam, Binh Dinh, Quang Tri, Phu Yen, Thua Thien Hue provinces",,,10630,Km2,Flood,"Coastal flood",--,--,52,221774,32000,0,,2003-0505
11/11/2003,14/11/2003,"Viet Nam",VNM,"Ninh Thuan, Binh Dinh, Phu Yen, Khanh Hoa, Quang Nam, Dak Lak provinces",,,362,Km2,Flood,"Riverine flood","Slide (land, mud, sn",--,61,194049,35000,0,,2003-0557
10/09/2003,14/09/2003,"Viet Nam",VNM,"Nghe An, Thai Binh, Nam Dinh, Lao Cai, Ha Tinh provinces",,,31350,Km2,Flood,"Riverine flood",--,--,15,1000,38000,38000,,2003-0672
07/06/2004,11/06/2004,"Viet Nam",VNM,"BinH Dinh, Da Nang City, Quang Ngai provinces",,,65,Kph,Storm,"Tropical cyclone",--,--,14,905,7000,0,"Chanthu (Gener/08W)",2004-0258
16/04/2004,17/04/2004,"Viet Nam",VNM,"Mai Son, Bac Yen, Song Ma districts (Son La province)",,,3300,Km2,Flood,"Riverine flood",--,--,9,5000,0,0,,2004-0328
18/07/2004,28/07/2004,"Viet Nam",VNM,"Du Tien, Du Gia villages (Yen Minh district, Ha Giang province), Bao Lam district (Cao Bang province)",,,12020,Km2,Flood,"Flash flood","Slide (land, mud, sn",--,53,18,8000,0,,2004-0354
26/11/2004,26/11/2004,"Viet Nam",VNM,"Quang Ngai, Quang Nam, Thua Thien - Hue, Quang Tri, Quang Binh provinces",,,,Kph,Storm,"Tropical cyclone",Flood,"Slide (land, mud, sn",56,500000,23000,0,"Muifa (Unding/29W)",2004-0580
24/08/2004,21/10/2004,"Viet Nam",VNM,"An Giang, Vinh Long, Dong Thap, Long An, Can Tho city, Kien Giang provinces",,,47760,Km2,Flood,"Riverine flood",Rain,--,34,30000,0,0,,2004-0735
26/05/2005,26/05/2005,"Viet Nam",VNM,"Vinh Thuan district (Kien Giang province)",,,,Km2,Flood,"Riverine flood",Rain,--,0,593,0,0,,2005-0315
13/08/2005,16/08/2005,"Viet Nam",VNM,"Nghe An province",,,,Kph,Storm,--,Flood,--,13,6500,0,0,,2005-0476
08/09/2005,29/09/2005,"Viet Nam",VNM,"Tan Hung, Vinh Hung, Moc Hoa districts (Long An province), Dong Thap, An Giang provinces
",,,54540,Km2,Flood,"Riverine flood",--,--,39,30000,0,0,,2005-0515
18/09/2005,19/09/2005,"Viet Nam",VNM,"Thanh Hoa, Nghe An, Ha Tinh provinces",,,,Kph,Storm,"Tropical cyclone",Rain,--,8,8500,20000,0,Vicente,2005-0536
27/09/2005,30/09/2005,"Viet Nam",VNM,"Yen Bai, Tram Tau, Nghia Lo districts (Yen Bai province), Nghe An, Phu Tho, Hoa Binh, Lao Cai, Thanh Hoa, Nam Dinh, Quang Ninh, Quang Nam, Da Nang City provinces ",,,133,Kph,Storm,"Tropical cyclone",Flood,"Slide (land, mud, sn",75,337660,219250,0,Damrey,2005-0540
07/10/2005,10/10/2005,"Viet Nam",VNM,"Quang Binh, Quang Tri, Thua Thien Hue, Quang Ngai provinces",,,8370,Km2,Flood,"Riverine flood",--,--,17,10000,15000,0,,2005-0584
02/11/2005,04/11/2005,"Viet Nam",VNM,"Son Ha district (Quang Ngai province), Phong Dien district (Thua Thien - Hue province), Quang Nam, Quang Tri provinces",,,,Kph,Storm,"Tropical cyclone",--,--,20,15000,11000,0,"Kai Tak (21)",2005-0611
20/10/2005,28/10/2005,"Viet Nam",VNM,"Binh Dinh, Quang Ngai, Phu Yen, Khanh Hoa, Gia Lai, Quang Tri provinces",,,28850,Km2,Flood,"Flash flood",--,--,67,33800,12000,0,,2005-0628
04/12/2005,24/12/2005,"Viet Nam",VNM,"Khanh Hoa, Dak Lak, Phu Yen, Quang Ngai, Binh Dinh, Quang Nam, Binh Thuan, Ninh Thuan, Dak Lak provinces",,,63090,Km2,Flood,"Riverine flood","Slide (land, mud, sn",--,69,18000,27000,0,,2005-0694
/05/2005,//2005,"Viet Nam",VNM,"Ben Tre province",,,,Km2,Drought,Drought,--,--,0,410000,42120,0,,2005-9277
07/04/2006,07/04/2006,"Viet Nam",VNM,"Yen Chau district (Son La province)",,,,Kph,Storm,--,Hail,--,1,1005,0,0,,2006-0211
17/05/2006,17/05/2006,"Viet Nam",VNM,"Quang Nam province",,,,Kph,Storm,"Tropical cyclone",--,--,204,600000,0,0,"Chanchu (Caloy)",2006-0251
11/07/2006,19/07/2006,"Viet Nam",VNM,"Bac Kan, Lang Son, Vinh Phuc, Cao Bang, Thai Nguyen, Ha Giang provinces",24,112.11,,Kph,Storm,"Tropical cyclone",Flood,"Slide (land, mud, sn",17,2000,0,0,Bilis,2006-0362
09/07/2006,11/07/2006,"Viet Nam",VNM,"Bac Me district (Ha Giang province)",,,560,Km2,Flood,"Flash flood",--,--,4,100,1000,0,,2006-0366
18/07/2006,18/07/2006,"Viet Nam",VNM,"Bac Kan, Vinh Phuc, Lang Son provinces",,,,Km2,Flood,"Flash flood","Slide (land, mud, sn",--,12,2000,0,0,,2006-0429
12/08/2006,30/08/2006,"Viet Nam",VNM,"Binh Thuan, Nghe An, Quang Binh, Quang Tri, Dak Lak, Dong Nai, Lam Dong, Cao Bang, Ha Tinh, Thua Thien Hue, Dak Lak, Dak Nong, Yen Bai, Thanh Hoa, Phu Tho provinces",17.76,106.15,119500,Km2,Flood,"Riverine flood","Slide (land, mud, sn",--,42,50020,8000,0,,2006-0446
10/08/2006,01/11/2006,"Viet Nam",VNM,"An Giang, Dong Thap provinces",11.06,104.68,,Km2,Flood,"Riverine flood",--,--,60,0,0,0,,2006-0451
27/09/2006,06/10/2006,"Viet Nam",VNM,"Ha Tinh, Thua Thien - Hue, Da Nang City, Quang Nam, Quang Ngai provinces",16.68,107.21,148,Kph,Storm,"Tropical cyclone",--,--,71,1467925,624000,0,"Xangsane (Milenyo)",2006-0517
30/11/2006,08/12/2006,"Viet Nam",VNM,"Ba Ria-Vung Tau, Ben Tre, Binh Thuan, Vinh Long, Tien Giang, Khanh Hao, An Giang, Tra Vinh, Long An, Dong Thap, Ho Chi Ming City, Can Tho City provinces",10.33,106.74,,Kph,Storm,"Tropical cyclone",Flood,--,95,1226360,456000,0,"Durian (Reming)",2006-0648
20/11/2006,20/11/2006,"Viet Nam",VNM,"Quang Ninh province",,,,Kph,Storm,"Convective storm",Hail,--,13,0,10000,0,,2006-0659
12/10/2006,17/10/2006,"Viet Nam",VNM,"Binh Dinh, Da Nang City, Gia Lai, Ha Tinh, Kon Tum, Nghe An, Quang Binh, Quang Nam, Quang Ngai, Quang Tri, Thua Thien - Hue, An Giang, Ba Ria-Vung Tau, Bac Lieu, Ben Tre, Binh Duong, Binh Phuoc, Binh Thuan, Ca Mau, Can Tho City, Dak Lak, Dak Nong, Dong Nai, Dong Thap, Hau Giang, Ho Chi Minh City, Khanh Hoa, Kien Giang, Lam Dong, Long An, Ninh Thuan, Phu Yen, Soc Trang, Tay Ninh, Tien Giang, Tra Vinh, Vinh Long, Bac Giang, Bac Kan, Bac Ninh, Cao Bang, Dien Bien, Ha Giang, Ha Nam, Ha Noi City, Ha Tay, Hai Duong, Hai Phong City, Hoa Binh, Hung Yen, Lai Chau, Lang Son, Lao Cai, Nam Dinh, Ninh Binh, Phu Tho, Quang Ninh, Son La, Thai Binh, Thai Nguyen, Thanh Hoa, Tuyen Quang, Vinh Phuc, Yen Bai provinces",,,,Km2,Flood,"Riverine flood",--,--,60,0,0,0,,2006-0736
05/08/2007,07/08/2007,"Viet Nam",VNM,"Dak Lak, Lam Dong, Ha Tinh provinces",,,,Km2,Flood,"Coastal flood",--,--,74,416130,130000,0,,2007-0323
29/09/2007,12/10/2007,"Viet Nam",VNM,"Quang Binh, Ha Tinh, Quang Tri, Quang Ngai, Quang Nam, Son La, Yen Bai, Hoa Binh, Thai Binh, Thanh Hoa, Nghe An, Ninh Binh provinces",17.07,106.9,117,Kph,Storm,"Tropical cyclone",Flood,--,96,685430,191000,0,Lekima,2007-0463
14/10/2007,24/10/2007,"Viet Nam",VNM,"Thua Thien - Hue, Quang Ngai, Quang Tri, Quang Nam provinces",15.87,107.78,24810,Km2,Flood,"Riverine flood",--,--,15,22000,10000,0,,2007-0512
28/10/2007,09/11/2007,"Viet Nam",VNM,"Thua Thien-Hue, Quang Ngai, Quang Nam, Quan Binh provinces",16.32,107.36,35110,Km2,Flood,"Riverine flood",--,--,83,94042,300000,0,,2007-0522
20/10/2007,02/11/2007,"Viet Nam",VNM,"Dong Thap, An Giang, Kien Giang provinces",11.01,105.51,46470,Km2,Flood,--,--,--,3,280000,0,0,,2007-0531
10/11/2007,21/11/2007,"Viet Nam",VNM,"Khanh Hoa, Quang Ngai, Binh Dinh, Quang Nam, Thua Thien-Hue, Ninh Thuan, Quang Tri, Da Nang City provinces",15.3,108.44,36820,Km2,Flood,"Coastal flood",--,--,55,150000,350000,0,,2007-0558
11/05/2008,12/05/2008,"Viet Nam",VNM,"Dac Ngo village (Tuy Duc area, Dak R'Lap district, Dak Nong province)",12.14,107.83,5300,Km2,Flood,"Flash flood",--,--,4,500,0,0,,2008-0262
08/08/2008,11/08/2008,"Viet Nam",VNM,"Lao Cai, Yen Bai, Phu Tho, Bac Kan, Quang Ninh, Ha Giang, Tuyen Quang, Lai Chau, Son La provinces",22.05,105.21,,Kph,Storm,"Tropical cyclone",Flood,"Slide (land, mud, sn",162,57630,120000,0,"Tropical storm ""Kammuri"" (Julian)",2008-0329
26/08/2008,28/08/2008,"Viet Nam",VNM,"Ha Giang province",,,,Km2,Flood,"Riverine flood","Slide (land, mud, sn",--,16,0,0,0,,2008-0373
25/09/2008,28/09/2008,"Viet Nam",VNM,"Lang Son, Son La, Bac Giang, Lao Cai, Quang Ninh, Vinh Phuc provinces",21.9,104.59,,Kph,Storm,"Tropical cyclone",Flood,"Slide (land, mud, sn",46,58511,63000,0,"Typhoon ""Hagupit"" (Nina)",2008-0426
30/09/2008,30/09/2008,"Viet Nam",VNM,"Quang Binh, Ha Tinh provinces",,,102,Kph,Storm,"Tropical cyclone",Flood,--,18,31680,6500,0,"Typhoon ""Mekkhala""",2008-0437
19/10/2008,20/10/2008,"Viet Nam",VNM,"Nghe An, Thua Thien-Hue, Quang Tri, Quang Nam, Quang Ngai, Thanh Hoa provinces",14.9,107.46,39090,Km2,Flood,"Flash flood","Slide (land, mud, sn",--,29,12004,4000,0,,2008-0481
27/10/2008,04/11/2008,"Viet Nam",VNM,"Thai Nguyen, Vinh Phuc, Hoa Binh, Ninh Binh, Thanh Hoa, Nghe An, Ha Tinh, Quang Binh, Ha Nam, Ha Noi City provinces",20.74,106.32,74590,Km2,Flood,"Riverine flood","Slide (land, mud, sn",--,99,600000,479000,0,,2008-0501
05/11/2008,05/11/2008,"Viet Nam",VNM,"Ho Chi Minh City province",,,,Kph,Storm,"Tropical cyclone",Flood,--,11,0,0,0,"Tropical Storm ""Maysak"" (Quinta-Sony)",2008-0540
17/11/2008,20/11/2008,"Viet Nam",VNM,"Phu Yen, Khanh Hoa, Binh Dinh, Lam Dong, Ninh Thuan, Quang Nam provinces",15.7,107.71,,Kph,Storm,"Tropical cyclone",Flood,--,17,8828,1000,0,"Tropical storm ""Noul""",2008-0552
25/12/2008,05/01/2009,"Viet Nam",VNM,"Phu Yen, Binh Dinh, Quang Binh, Quang Nam provinces",18.89,107.06,29580,Km2,Flood,"Riverine flood",--,--,9,20000,0,0,,2008-0607
03/07/2009,06/07/2009,"Viet Nam",VNM,"Bac Kan, Cao Bang, Ha Giang, Lai Chau provinces",20.67,104.3,69860,Km2,Flood,"Riverine flood",--,--,20,700000,0,0,,2009-0247
28/09/2009,29/09/2009,"Viet Nam",VNM,"Binh Dinh, Da Nang City, Dak Lak, Gia Lai, Ha Tinh, Thua Thien - Hue, Kon Tum, Lam Dong, Phu Yen, Quang Binh, Quang Nam, Quang Ngai, Quang Tri provinces",,,170,Kph,Storm,"Tropical cyclone",Flood,--,182,2477315,785000,0,"Tropical storm ""Ondoy"" (Ketsana)",2009-0414
14/10/2009,14/10/2009,"Viet Nam",VNM,"Bac Giang, Bac Kan, Bac Ninh, Cao Bang, Dien Bien, Ha Giang, Ha Nam, Ha Noi City, Ha Tay, Hai Duong, Hai Phong City, Hoa Binh, Hung Yen, Lai Chau, Lang Son, Lao Cai, Nam Dinh, Ninh Binh, Phu Tho, Quang Ninh, Son La, Thai Binh, Thai Nguyen, Thanh Hoa, Tuyen Quang, Vinh Phuc, Yen Bai provinces",,,,Kph,Storm,"Tropical cyclone",--,--,0,0,200,0,"Typhoon ""Pepeng"" (Parma)",2009-0422
02/11/2009,02/11/2009,"Viet Nam",VNM,"Binh Dinh, Phu Yen, Khanh Hoa, Ninh Thuan, Dak Lak, Quang Nam, Quang Ngai, Kon Tum, Gia Lai provinces",,,140,Kph,Storm,"Tropical cyclone",Flood,--,124,500145,280000,0,"Tropical storm ""Mirinae"" (Santi)",2009-0478
25/09/2009,28/09/2009,"Viet Nam",VNM,"Binh Dinh, Da Nang City, Gia Lai, Ha Tinh, Kon Tum, Nghe An, Quang Binh, Quang Nam, Quang Ngai, Quang Tri, Thua Thien - Hue provinces",15.19,108.02,47600,Km2,Flood,"Riverine flood",--,--,17,40000,0,0,,2009-0611
17/07/2010,17/07/2010,"Viet Nam",VNM,"Thanh Hoa, Quang Ngai, Quang Ninh provinces",,,,Kph,Storm,"Tropical cyclone",--,--,11,1500,500,0,"Typhoon Conson (Basyang)",2010-0308
23/07/2010,25/07/2010,"Viet Nam",VNM,"Cao Bang, Ha Giang, Lao Cai provinces",22.11,105.95,,Kph,Storm,"Tropical cyclone","Slide (land, mud, sn",--,10,12400,0,0,"Typhoon Chanthu",2010-0332
24/08/2010,25/08/2010,"Viet Nam",VNM,"Nghe An, Thanh Hoa, Ha Tinh provinces",,,230,Kph,Storm,"Tropical cyclone",--,--,14,20700,44000,0,"Typhoon Mindulle",2010-0432
01/10/2010,06/10/2010,"Viet Nam",VNM,"Ha Tinh, Quang Binh, Quang Tri, Nghe An, Thua Thien - Hue provinces",,,,Km2,Flood,"Flash flood",--,--,84,679825,142500,0,,2010-0515
14/10/2010,18/10/2010,"Viet Nam",VNM,"Nghe An, Ha Tinh, Quang Binh provinces",,,,Km2,Flood,"Riverine flood",--,--,21,761000,154000,0,,2010-0539
29/10/2010,10/11/2010,"Viet Nam",VNM,"Ninh Thuan, Khanh Hoa, Phu Yen, Binh Dinh, Quang Ngai, Dak Lak provinces",12.52,108.9,33659,Km2,Flood,"Riverine flood",--,--,31,39008,107700,0,,2010-0573
12/11/2010,17/11/2010,"Viet Nam",VNM,"Thua Thien-Hue, Quang Ngai, Quang Nam provinces",15.1821,108.8,45583.59,Km2,Flood,"Riverine flood",--,--,50,10000,256000,0,,2010-0597
22/06/2011,26/06/2011,"Viet Nam",VNM,"Bac Giang, Bac Kan, Bac Ninh, Cao Bang, Dien Bien, Ha Giang, Ha Nam, Ha Noi City, Ha Tay, Hai Duong, Hai Phong City, Hoa Binh, Hung Yen, Lai Chau, Lang Son, Lao Cai, Nam Dinh, Ninh Binh, Phu Tho, Quang Ninh, Son La, Thai Binh, Thai Nguyen, Thanh Hoa, Tuyen Quang, Vinh Phuc, Yen Bai provinces",,,,Kph,Storm,"Convective storm",Flood,--,16,63,0,0,,2011-0232
14/09/2011,14/09/2011,"Viet Nam",VNM,"Lao Cai province",,,,Km2,Flood,"Riverine flood",--,--,24,300000,44000,0,,2011-0359
/09/2011,/12/2011,"Viet Nam",VNM,"An Giang, Dong Thap, Long An, Can Tho city, Vinh Long, Hau Giang, Kien Giang provinces",,,,Km2,Flood,"Riverine flood",--,--,85,600000,175002,0,,2011-0394
21/10/2011,21/10/2011,"Viet Nam",VNM,"Quang Tri, Quang Binh, Thua Thien-Hue, Quang Nam provinces",,,,Km2,Flood,"Riverine flood",--,--,13,461584,0,0,,2011-0396
19/06/2011,24/06/2011,"Viet Nam",VNM,"Bac Giang, Bac Kan, Bac Ninh, Cao Bang, Dien Bien, Ha Giang, Ha Nam, Ha Noi City, Ha Tay, Hai Duong, Hai Phong City, Hoa Binh, Hung Yen, Lai Chau, Lang Son, Lao Cai, Nam Dinh, Ninh Binh, Phu Tho, Quang Ninh, Son La, Thai Binh, Thai Nguyen, Thanh Hoa, Tuyen Quang, Vinh Phuc, Yen Bai, Binh Dinh, Da Nang City, Gia Lai, Ha Tinh, Kon Tum, Nghe An, Quang Binh, Quang Nam, Quang Ngai, Quang Tri, Thua Thien - Hue provinces",,,,Kph,Storm,"Tropical cyclone",--,--,0,0,0,0,"Tropical Storm Haima (Egay)",2011-0576
26/07/2012,27/07/2012,"Viet Nam",VNM,"Bac Kan, Cao Bang, Ha Giang, Lang Son, Tuyen Quang provinces",,,,Kph,Storm,"Tropical cyclone",Flood,"Slide (land, mud, sn",10,3,0,0,"Typhoon Vicente",2012-0259
17/08/2012,17/08/2012,"Viet Nam",VNM,"Yen Bai, Vinh Phuc, Quang Ninh, Hai Phong City provinces",,,,Kph,Storm,"Tropical cyclone","Slide (land, mud, sn",--,17,60479,6800,0,"TYphoon Kai-Tak",2012-0294
02/09/2012,11/09/2012,"Viet Nam",VNM,"Ninh Binh, Ha Tinh, Thanh Hoa, Nghe An provinces",38.19,126.24,24179,Km2,Flood,"Riverine flood",--,--,34,17540,30000,2000,,2012-0351
28/10/2012,28/10/2012,"Viet Nam",VNM,"Nghe An, Thanh Hoa, Ninh Binh, Nam Dinh, Thai Binh, Hai Phong City provinces",,,,Kph,Storm,"Tropical cyclone",Flood,--,11,278490,336000,0,"Typhoon Son Tinh (Ofel)",2012-0406
28/07/2013,30/07/2013,"Viet Nam",VNM,"Lao Cai, Son La, Quang Ninh, Tuyen Quang provinces",,,,Km2,Flood,"Riverine flood",--,--,5,5000,6500,0,,2013-0266
